Timestamp,Open,High,Low,Close
2025-02-03 03:00:00,21013.0,21017.0,21004.5,21007.5
2025-02-03 03:05:00,21008.75,21015.75,20995.5,21005.0
2025-02-03 03:10:00,21006.75,21019.0,21002.5,21006.75
2025-02-03 03:15:00,21008.0,21024.25,21006.25,21016.0
2025-02-03 03:20:00,21016.25,21038.75,21015.0,21031.0
2025-02-03 03:25:00,21032.25,21044.0,21025.5,21041.5
2025-02-03 03:30:00,21040.75,21059.0,21035.25,21042.0
2025-02-03 03:35:00,21041.0,21041.25,21025.5,21030.75
2025-02-03 03:40:00,21031.0,21035.75,21023.5,21027.75
2025-02-03 03:45:00,21028.5,21035.5,21018.25,21032.5
2025-02-03 03:50:00,21034.25,21039.0,21025.5,21032.25
2025-02-03 03:55:00,21032.75,21045.25,21032.0,21035.75
2025-02-03 04:00:00,21034.5,21052.75,21031.75,21038.5
2025-02-03 04:05:00,21038.5,21038.5,21016.5,21020.5
2025-02-03 04:10:00,21021.25,21031.25,21007.25,21029.75
2025-02-03 04:15:00,21029.25,21032.5,21020.25,21022.0
2025-02-03 04:20:00,21020.25,21022.5,21005.75,21017.5
2025-02-03 04:25:00,21018.5,21020.0,21012.0,21014.75
2025-02-03 04:30:00,21015.25,21015.5,20983.0,20986.5
2025-02-03 04:35:00,20987.0,20996.25,20981.0,20986.0
2025-02-03 04:40:00,20987.25,20999.75,20987.25,20998.0
2025-02-03 04:45:00,20997.5,21015.0,20989.75,21010.25
2025-02-03 04:50:00,21010.25,21025.0,21006.5,21024.75
2025-02-03 04:55:00,21023.75,21026.5,21017.0,21018.5
2025-02-03 05:00:00,21019.0,21020.5,20998.25,21006.25
2025-02-03 05:05:00,21006.25,21023.0,21006.25,21017.25
2025-02-03 05:10:00,21016.0,21041.25,21015.25,21032.75
2025-02-03 05:15:00,21032.25,21037.75,21026.75,21035.0
2025-02-03 05:20:00,21035.75,21037.25,21025.5,21030.0
2025-02-03 05:25:00,21032.0,21034.0,21022.75,21029.75
2025-02-03 05:30:00,21027.5,21035.25,21025.0,21028.0
2025-02-03 05:35:00,21027.25,21030.0,21017.0,21027.0
2025-02-03 05:40:00,21027.5,21037.75,21026.75,21035.75
2025-02-03 05:45:00,21035.0,21052.25,21029.5,21051.0
2025-02-03 05:50:00,21051.75,21076.75,21051.75,21075.5
